a1,d,g,u,definition,disambiguation
4.3375905492827,4.81386383856893,0,1,poulet,
4.39221834022768,4.96114653336812,0,1,purée,
3.58790939833882,3.01947643276991,0,1,raisin,
4.45523035377039,4.49725378519086,0,1,soupe,
2.8839063398136,0.386710258822498,0,1,spaghetti,
3.66850268130048,2.94280395778957,0,1,sucre,
2.72316617281283,2.86682938252563,0,1,tartine,
4.72217296637784,4.29928249825558,0,1,viande,
1.9278340158557,3.06555567910162,0,1,balle,
3.55487706830795,6.51762938858852,0,1,ballon,
3.04436636594683,3.54270612750686,0,1,bulles,
4.61155712131669,5.66259333945758,0,1,crayon,
2.61421900931947,2.2106765040171,0,1,cube,
4.03464769483194,6.7547310630481,0,1,livre,
2.72055625123986,3.11444875982936,0,1,poupée,
6.26919930361681,10.0799392648683,0,1,bouche,
4.77782280663719,6.45840428113903,0,1,bras,
5.27067662316656,8.26668624302461,0,1,cheveux,
1.9996847250909,0.897128707032233,0,1,cœur,
4.60756051231572,6.98124821400369,0,1,dent..body.part.,dent
4.5670994976488,5.96004281305166,0,1,doigt,
3.42056772820146,1.8856477281513,0,1,doigt.de.pied,
4.0046212347519,3.6269728572402,0,1,figure,
5.06528853075471,6.01363998520748,0,1,jambe,
4.05136965069151,5.13012357141401,0,1,joue,
4.44678798744538,4.90463813676294,0,1,langue,
4.69181433947832,8.30725271930033,0,1,main,
4.1538291806756,7.6972956162742,0,1,nez,
5.45903152069827,8.11658504079682,0,1,oreille,
4.86966961029661,8.35764539733455,0,1,pied,
3.32959427205128,3.23497479940327,0,1,pouce,
4.8822922613044,8.04000910761433,0,1,tête,
5.25079978087324,6.90702148519485,0,1,ventre,
6.7802568467297,10.6323702456455,0,1,yeux,
3.11616952504473,6.63715813201571,0,1,bébé,
3.81212864820207,4.03981469489846,0,1,dame,
3.09564468083807,4.33595007957366,0,1,enfant,
3.71040241814919,4.02590559482182,0,1,fille,
2.8205458324815,1.89708492725498,0,1,frère,
5.10173463288023,5.13944979089199,0,1,garçon,
3.71082705994989,1.81265918714247,0,1,gens,
1.66240095754608,1.822765306514,0,1,grand.père,
3.27873418032318,0.327038847676569,0,1,maître.sse,
1.80057624453073,5.63471628797476,0,1,maman,
2.34718328794685,4.38878295060604,0,1,nom.de.l.enfant,
1.78275870282545,2.13957145403888,0,1,nom.de.la.nounou,
1.70813713857655,1.50404760285062,0,1,nounou,
1.67092646928101,5.30802653300817,0,1,papa,
3.75723052293397,1.75079771657023,0,1,personne,
2.50792027818272,1.48219143483735,0,1,sœur,
1.30360872906487,0.623653385275075,0,1,tante,
2.49488759677922,1.82331039007774,0,1,basket,basket (vêtements)
3.10777736769152,4.90233105340694,0,1,bavoir.bavette,
4.21597557595645,6.07137164336707,0,1,bottes,
3.45804740380619,4.02845330818185,0,1,boutons,boutons (vêtements)
2.67859834686131,1.28974351240429,0,1,ceinture,
3.94325221081699,6.15742495266803,0,1,chapeau,
4.68661709664587,8.57943971809516,0,1,chaussettes,
4.02622389818243,7.33266329126087,0,1,chaussure,
3.08197827488827,1.93151700973773,0,1,chemise,
2.08231250179064,1.36063736591567,0,1,collants,collants (vêtements)
2.98171528542657,1.92786993290668,0,1,collier,
1.54470429121194,-1.23929649535971,0,1,combinaison.de.ski,
5.73734646202744,9.95084560941114,0,1,couche,couche (vêtements)
4.67283577787898,5.22168195151708,0,1,culotte.slip,
3.64495254777499,3.75268736039986,0,1,écharpe,
4.04205719466178,4.73231648439902,0,1,gants,
1.76842592422871,-1.98963739511636,0,1,grenouillère,
2.03324313815548,0.583536017592483,0,1,jeans,
4.57669332479208,7.2179840899161,0,1,manteau,
2.47262685301938,0.824764888540491,0,1,moufles,
4.37185853616175,7.01450303696328,0,1,pantalon,
2.43796428153217,-0.146809834586632,0,1,perles,
4.37242150588235,5.70473091677851,0,1,pull,
5.16391116430492,7.29336489404171,0,1,pyjama,
3.49566387198102,2.99765377652955,0,1,robe,
2.64823427023626,1.16283588826394,0,1,salopette,
4.09756578674593,3.05667885015568,0,1,short,
2.23028924548663,-0.296323962204352,0,1,sweat,sweat (vêtements)
4.02376880444328,4.13083004577245,0,1,tee.shirt,T-shirt
2.49071896026398,0.900923773019563,0,1,veste,
2.91869033054306,0.0351903063058841,0,1,argent,argent (pour payer)
3.61133535942533,4.91673721910501,0,1,aspirateur,
6.47725758176462,8.79936383521379,0,1,assiette,
3.35842637244277,4.27524562184206,0,1,balai,
3.98882816125179,6.85557325293529,0,1,biberon,
5.01232587145257,5.30897679825938,0,1,boîte,
3.96187553612522,4.56469340418799,0,1,bol,
4.46910241239331,4.86789846305218,0,1,bouteille,
3.58188136813861,4.66118744976165,0,1,brosse,
4.19442304904332,5.61618137990399,0,1,brosse.à.dent,
4.16253539688174,4.54474460952681,0,1,ciseaux,
3.22706068780246,4.21616092476657,0,1,clefs,
4.36626950049711,4.661339251368,0,1,couverture,
5.92055118597658,9.524300387033,0,1,cuillère,
5.3057839405731,5.95788032967962,0,1,feuille,feuille (de papier)
5.99832291085016,8.23683335362755,0,1,fourchette,
3.27304164591875,2.52043121674727,0,1,lampe,
5.14566144642966,6.76956487358921,0,1,lumière,
4.77530354673884,6.89605327190044,0,1,lunettes,
3.42771795459913,1.91065961039554,0,1,marteau,
4.00538751861531,3.85111502405507,0,1,médicaments,
3.18624058769885,2.23590727303917,0,1,montre,
4.39089835521752,5.85412010342762,0,1,musique,
3.67918321104623,2.71547794410221,0,1,oreiller,
3.96324243484377,3.87413283604202,0,1,papier,
2.41711320672155,0.97530925966173,0,1,peigne,
5.15776042822639,6.24512898275874,0,1,photo,
3.10298333163516,1.86361589491011,0,1,plante,
3.75334947334165,1.48204345401654,0,1,plat,plat (vaisselle)
2.98681431547829,0.0155553358658112,0,1,porte.monnaie,
4.75761000200855,6.9760823760764,0,1,poubelle,
2.58071853060308,0.802292443325149,0,1,radio,
4.37848745945828,5.69029777898678,0,1,savon,
4.35362274814874,4.77474973146911,0,1,serviette,
2.98177542406344,0.948069102671098,0,1,sirop,
2.59875291278835,0.55892392030679,0,1,sous.pièces,
2.06528376696581,0.93522068761606,0,1,sucette,
3.34114459005899,2.89121485940924,0,1,tasse,
2.17706210966833,1.51679709930605,0,1,télécommande,
4.33422558256067,6.2063805134106,0,1,téléphone,
5.95057821080918,7.65114089078327,0,1,verre,verre (vaisselle)
3.11138970241902,3.31522122460853,0,1,baignoire,
3.32692515278799,0.124058697677577,0,1,berceau,
5.06835055934194,6.29033554930154,0,1,canapé,
5.83702542113147,8.74162662300228,0,1,chaise,
2.50503971278012,1.18912169462943,0,1,chaise.haute,
5.19601545641383,6.31977165244924,0,1,chambre,
2.66320134305475,-0.914811684605688,0,1,cuisinière,cuisinière (appareil ménager)
4.37136838696714,5.30296327060021,0,1,escalier,
3.47411936508237,0.761792098218177,0,1,évier,
4.11939360649098,3.42514121437742,0,1,fauteuil,
5.49266257370855,6.1378780378905,0,1,fenêtre,
4.4104881887245,4.41099979954638,0,1,four,
4.25347210745655,3.98332226660801,0,1,frigo,
3.19120112459904,1.77364122509219,0,1,garage,
4.13586947357088,2.61503398098211,0,1,lavabo,
4.65966549114059,7.50614421775723,0,1,lit,lit (meuble)
2.62330359891165,2.02250749673222,0,1,parc,parc (meuble pour enfants)
4.44151831436677,6.19728742474246,0,1,porte,porte (d’une pièce/meuble)
2.92155331647901,4.13771935339471,0,1,pot..furniture.,pot (pour faire pipi)
4.18521514837866,4.53561203365424,0,1,salle.de.bain,
4.64403853246391,4.56956665155177,0,1,salon,
5.71760804477553,7.29352383662954,0,1,table,
2.39862131456729,1.9302279373381,0,1,télé,
3.9402528503548,2.3897768302795,0,1,tiroir,
5.05508378351859,6.57553493998254,0,1,arbre,
3.7461791594679,3.48188244591081,0,1,balançoire,
3.65431613254983,4.31874662271563,0,1,caillou,
4.66459787506245,4.91890067374865,0,1,ciel,
3.07551402154807,1.28829984064814,0,1,cour,cour (lieu)
2.87928233291037,3.45533536751294,0,1,crèche,
3.39856671951656,4.83644565217485,0,1,dehors..place.,dehors (lieu)
3.14157810292319,5.64373404259066,0,1,eau,"eau (à l’extérieur, élément naturel)"
4.32435722954688,3.87620040323698,0,1,école,
2.36739127835496,0.610505023495676,0,1,église,
4.53721794896278,5.7000938421433,0,1,étoile,
4.31993036120735,2.07416124321119,0,1,fête,
5.78717814153168,8.52885728138365,0,1,fleur,
2.33357815488583,-1.2089391587527,0,1,garderie,
4.46563177884816,4.31512262343308,0,1,jardin,
4.53082051419073,5.86243689888708,0,1,lune,
4.00764120105901,3.20540527166567,0,1,magasin,
5.66379444359945,7.83808672759151,0,1,maison,
4.79731220946446,4.4863189017453,0,1,neige,
4.31181480381503,4.78891695795208,0,1,parc..place.,parc (lieu)
3.78947835094049,3.40486808877628,0,1,pelle,
4.36442111168641,4.66505855983668,0,1,piscine,
4.58678261237115,3.18308333030363,0,1,plage,
4.16393176438198,5.669250635721,0,1,pluie,
5.73586610509645,7.60637191684797,0,1,soleil,
4.86562793620899,6.21338271058885,0,1,toboggan,
4.77673268305159,5.15730034195443,0,1,travail,
3.17810289148799,0.642765204337683,0,1,zoo,
4.51054941479939,6.21662617541281,0,1,avion,
3.27888191040525,4.23253951952972,0,1,bus,
4.48936966133188,6.51432836850834,0,1,camion,
3.20543206197005,3.78567329503747,0,1,camion.de.pompier,
3.96151184883448,5.72457118117156,0,1,moto,
4.17448160231862,6.81244041055829,0,1,poussette,
4.34961963072317,5.99892224763696,0,1,train,
5.35224566392942,8.45665840399313,0,1,vélo,
4.39945545369578,7.63332289833669,0,1,voiture,
2.81854976940632,4.08109142163851,0,1,attention,
3.08302937755869,3.74246527922007,0,1,avoir.faim,
3.90767535598973,5.22357494288387,0,1,avoir.peur,
2.83822795964084,3.27793275580012,0,1,avoir.soif,
3.05290500817091,4.01799071929446,0,1,beau.belle,
3.69636081171772,3.74838484566072,0,1,bien,
3.43152632489441,3.78483009011023,0,1,bleu,
3.04773080761762,3.75553162145328,0,1,bon.ne,
3.91847692282572,6.02084975259617,0,1,cassé,
4.17326127229144,7.50739667985501,0,1,chaud.e,
3.94134334024832,3.68120642782336,0,1,content.e,
2.17960706272029,0.941156549736552,0,1,dégoûtant.e,
2.60104078472999,2.59584237451666,0,1,doux.ce,
3.18566604966502,2.65336046674204,0,1,dur,
2.76267733827567,1.21992097572595,0,1,endormi,
4.58133458014629,6.54103844261247,0,1,froid,
4.5200383183657,4.02800789898721,0,1,gentil.le,
5.16771760834946,5.67055696144088,0,1,grand,
3.68215510644933,3.00656697667119,0,1,joli,
5.19677415657729,4.70322818433143,0,1,malade,
4.43048358470116,3.53357334023885,0,1,méchant.e,
2.94050703385888,1.41024401111884,0,1,mignon.ne,
4.23499333319784,5.48237556874468,0,1,mouillé,
3.03034275622856,4.49219677655246,0,1,parti,
3.71637829854825,4.86234754673801,0,1,pas.bon,
4.58758037800412,5.8170299079961,0,1,petit.e,
4.37687521977401,4.28234414644736,0,1,propre,
3.98722641250639,4.63421279714986,0,1,rouge,
4.11369660349033,5.43250623516473,0,1,sale,
4.11670897532303,2.82529351977869,0,1,sec.che,
3.99467293815642,-1.62975246594048,0,1,sombre,
3.77511598136945,-2.32792131518283,0,1,tendre,
3.52086704942802,2.19010559309478,0,1,vide,
4.32191084531131,0.940453266523168,0,1,vieux.vieille,
2.18667542066986,-0.291172496260514,0,1,vilain.e,
3.77951947395019,3.82650321641036,0,1,vite,
4.04124966133166,3.9848492957247,0,1,aider,
3.65423806679018,3.98401558263009,0,1,aimer,
3.86002900021188,4.63952433999402,0,1,aller..verb.,aller (verbe d’action)
3.30737955551836,3.06567484668887,0,1,apporter,
3.743613169093,4.47555136879138,0,1,arrêter,
2.12052792625736,1.30053792379537,0,1,avoir.sommeil,
3.96064518014622,1.57522300462954,0,1,balancer,
3.51966644549174,5.41855598007551,0,1,boire,
4.26786494784459,6.0199338319476,0,1,casser,
4.55083685719878,4.97797244877067,0,1,chanter,
2.98498067072173,2.37238899887144,0,1,chatouiller,
5.02613846051504,2.89416607167917,0,1,conduire,
5.0790397783798,6.43428258316804,0,1,courir,
3.92435250260611,4.82354673869276,0,1,danser,
5.34292238085486,6.33559089569494,0,1,dessiner,
3.94718968265151,0.878144484876992,0,1,donner.un.coup.de.pied,
3.00117209505834,0.506836358203513,0,1,éclabousser,
3.57685687892236,2.27746127324237,0,1,écrire,
4.40023926442274,3.50900768267132,0,1,essuyer,
4.16011716575074,3.59905579104374,0,1,faire.du.vélo.de.la.moto,
4.14633093302942,5.01589754557037,0,1,fermer,
4.09905369783877,4.34107328935954,0,1,finir,
4.01241051203039,4.10479760184762,0,1,jeter,
4.62591037067969,5.63192831840796,0,1,jouer,
4.35983767775132,5.06996853394843,0,1,laver,
4.25060857485845,5.17190990267758,0,1,lire,
3.81578625421464,5.68139855740856,0,1,manger,
4.0057056804634,4.73524754656922,0,1,marcher,
4.54723854741988,4.04350181028036,0,1,mettre,
3.52260799768648,2.41157291188462,0,1,mordre,
4.19341398844727,2.75083512089679,0,1,nager,
4.31381340289295,3.64356883351376,0,1,nettoyer,
2.99218153492903,-0.0665684128586701,0,1,nourrir,
3.87801997311378,4.51444869982125,0,1,ouvrir,
4.95701690010579,6.11781286164891,0,1,pleurer,
3.97037020807569,4.25956544979301,0,1,pousser,
3.39780289220812,3.51322104537622,0,1,prendre,
2.49794433554957,1.57547613012507,0,1,prendre.dans.ses.bras,
4.68772627187085,-0.998872612141739,0,1,recevoir,
3.08289070757508,3.56971361903088,0,1,regarder,
4.64031429610568,5.45376036163425,0,1,sauter,
3.32293276169569,2.33084688272363,0,1,se.cogner,
4.97373213175955,1.68118782774731,0,1,se.dépêcher,
3.50408360269286,3.47875233677909,0,1,souffler,
3.59091831852268,2.04190692403935,0,1,sourire,
3.91089776222743,4.65773893552673,0,1,taper,
4.15462703806054,2.53121546524366,0,1,tirer,
3.74203982259974,3.30094783913543,0,1,toucher,
4.11463847930467,4.35388755558996,0,1,voir,
3.60037075350621,1.35234152872018,0,1,aujourd.hui,
3.10844950229628,1.1817412454653,0,1,ce.soir,
3.04290106216767,1.74928854176621,0,1,demain,
3.002662824376,1.63341789782843,0,1,jour,
3.93432009001005,2.16434788127075,0,1,maintenant,
4.6469376852677,2.47805880324479,0,1,matin,
3.77505579562282,3.70965899541069,0,1,nuit,
3.98345993904563,4.45377317719871,0,1,dans,
3.50169133768297,4.90520424012323,0,1,dedans,
3.27383433173609,3.82457902381545,0,1,dehors,dehors (préposition)
4.20882254676745,3.2716999226946,0,1,derrière,derrière (préposition)
3.20087451599428,2.51883020827644,0,1,en.bas,
3.08556528218232,2.68747497468846,0,1,en.haut,
1.81181766969217,2.53872904503217,0,1,là,
2.11117324092794,1.64657188050058,0,1,là.bas,
3.85234477165518,1.30267086352637,0,1,loin,
3.77773625312756,2.3463468716684,0,1,sous,
4.31473368219934,3.11068304768485,0,1,sur,
3.4606790070719,2.39377262856142,0,1,à.elle.sa,
3.59996926974296,2.56641966102398,0,1,à.lui.son,
3.49783211891788,4.63266319665178,0,1,à.moi,
2.2882121298509,3.15908183894419,0,1,ça,
3.82486013121516,2.50379170812136,0,1,je,
3.707316992998,3.45918869473376,0,1,ma.mon.mes,
3.0474609658363,4.1402772856329,0,1,moi,
3.1694738790259,1.1747641066013,0,1,votre.ta.ton,
3.88015762824495,1.91674441488795,0,1,vous.tu,
3.5637661119093,0.705271799176459,0,1,comment,
2.5871084398288,2.79855643282298,0,1,où,
3.64046736850843,2.30583964142469,0,1,pourquoi,
4.00003878313227,0.602438171361654,0,1,quand,
3.32526712106196,2.76393793414253,0,1,qui,qui (question)
3.0613470064348,2.74793561853217,0,1,quoi,
2.88756277283748,-1.48227902466035,0,1,aucun.e,
2.59071037663641,4.5415178701585,0,1,encore,
3.22218075224952,2.39241898684015,0,1,le.la.même,
2.97946296070128,4.38641027455955,0,1,pas,
4.06978091404089,2.90993887097549,0,1,tous.tout,
3.12696336092092,3.03170466187632,0,1,un.autre,
4.07244305316987,4.21202372414532,0,1,un.peu,
3.47248813785534,6.61037475697339,0,1,bateau,
3.13978681990943,3.37113628782327,0,1,hélicoptère,
3.06533928903503,-0.0790799005255867,0,1,traîneau,
3.10540152029562,3.67950694112376,0,1,tracteur,
1.97671459037813,-1.03100627523701,0,1,tricycle,
2.82991924012066,2.00351650192285,0,1,stylo,
3.91865995265944,4.00854563753226,0,1,jouet,
2.48948905718643,0.26832142521002,0,1,raquette,
2.28251701933491,0.513298789027049,0,1,craie,
4.22573772902389,4.00755599073463,0,1,jeu,
2.83641150988435,1.56752919995945,0,1,colle,
3.12948107706328,3.68465467026562,0,1,pâte.à.modeler,
4.7050943396659,6.16884899002532,0,1,cadeau,
3.39106133486039,3.07261823196102,0,1,puzzle,
4.35823621080272,4.91672164351577,0,1,histoire,
3.33883399754044,2.59363982076593,0,1,feutre,
3.79841373301908,6.05024560478279,0,1,crocodile,
3.25424033403904,3.53582772670656,0,1,fourmi,
2.31468836705187,0.691814045467047,0,1,renne,
2.32145083605245,2.81148032535497,0,1,coq,
4.12667139426526,6.29149036514226,0,1,loup,
2.6792783754866,2.53956157049402,0,1,zèbre,
2.03717030666642,0.809126956196899,0,1,petits.pots,petits.pots (nourriture)
2.60564083520378,-0.284020965998876,0,1,thon,
2.61090075752048,2.8012785826877,0,1,kiwi,
4.69097727864039,7.58775686254674,0,1,compote,
3.65990650895778,3.38719001133644,0,1,haricot,
3.22030266369438,5.55094153367666,0,1,chocolat,
2.68868468458225,1.49060413564735,0,1,maïs,
1.93269381110759,-1.5146011526389,0,1,beignet,
3.23143623786321,2.83343349410736,0,1,frites,
3.78658531212541,2.84762684015165,0,1,haricots.verts,
2.51080558103529,-1.61587476706142,0,1,chewing.gum,
2.48119768509194,-0.701453317566298,0,1,hamburger,
3.42197991553328,0.780747589378508,0,1,glaçon,
1.76318831131829,-0.394249340224266,0,1,vitamines,
2.46278405890801,2.25834485904402,0,1,bonbons,
3.36470831425374,3.2782342851539,0,1,confiture,
4.11625765793886,6.86069412350897,0,1,yaourt,
2.47937999981306,0.631847071580348,0,1,sucette..food.,sucette (nourriture)
2.94407695324889,1.55748157405434,0,1,melon,
2.56924398646385,1.26368660888729,0,1,madeleine,
3.47675433399682,0.781986072045304,0,1,noisettes,
3.48431766687723,3.17918182845487,0,1,crêpe,
1.983702641434,-0.848830402819485,0,1,nutella,
2.45437622919887,-0.368855789844081,0,1,mayonnaise,
2.46717845639138,-1.42944474818223,0,1,pop.corn,
2.46431605671882,-2.91018479063899,0,1,esquimau,
4.04587509416442,4.61306529878643,0,1,pomme.de.terre,
2.38514681423213,2.07402082317573,0,1,chips,
1.43870106337641,-1.87225810007599,0,1,bretzel,
2.38192413969225,-0.91202231443911,0,1,flan,
2.26546919636391,-0.630221967640529,0,1,courge,
2.20530399772676,-0.134295584301919,0,1,raisins.secs,
3.4740737389345,2.51596076683922,0,1,sel,
3.49567517410391,0.938322574876411,0,1,sandwich,
3.21164948643395,1.64535370908874,0,1,sauce,
2.74565286034823,-2.01572140993656,0,1,limonade,
4.3771707491791,5.18172910604458,0,1,fraise,
3.08151824331705,1.22902215670806,0,1,vanille,
1.97221248662731,3.41090693406558,0,1,aïe.bobo,
2.68716272956049,-0.23715723733407,0,1,cheville,
5.50965757707541,7.68784671834857,0,1,fesses,
2.93636522713108,3.29793959343766,0,1,menton,
2.5103982637282,1.05939670629566,0,1,lèvre,
1.99200814902572,2.39497312580568,0,1,pénis.zizi.,"zizi (kiki, …)"
1.74817226381103,0.685961074176522,0,1,vagin.zezette.,"zézette (minette, …)"
6.75245755691799,8.07321383549275,0,1,cuisine,
2.77787741998535,-2.50151912594275,0,1,étendage,étendage (pour le linge)
5.00063201479414,1.37547141555162,0,1,entrée,entrée (lieu)
4.19525513246127,5.42457801387179,0,1,douche,
4.35848756098792,0.75895422127194,0,1,pièce,pièce (lieu)
2.92460552705856,0.645956883894631,0,1,cave,
3.50377808108879,2.05023599642589,0,1,banc,
2.45703269968011,1.00576965080961,0,1,wc,
3.83484017405632,3.19572301263696,0,1,machine.à.laver,
3.94497143137152,3.4056253861954,0,1,les.courses,
3.40748733062054,4.16450935794059,0,1,goûter,
1.21406934635766,-0.572722236319647,0,1,coup.de.fil,
1.62092025461434,0.223767153180882,0,1,top.là,
2.85293475788574,2.05613012248439,0,1,je.vais.t.attraper,
2.37770102118173,1.90852711787493,0,1,va.sur.le.pot,
2.84149015432253,1.71707863885332,0,1,tourne.toi,
2.51325062837406,0.799453892499864,0,1,ce.petit.cochon,
2.80386514328862,-1.6754781514769,0,1,camping,
3.35617580888298,0.169122586131099,0,1,cirque,
2.91168818166422,-0.0910048990200376,0,1,campagne,
2.96469975313765,-2.41012044155191,0,1,Centre.ville,
3.62199364850109,1.82213796583781,0,1,ferme,ferme (lieu)
2.98993517376901,-1.76621317012983,0,1,station.service,
2.85977123489592,-0.367104325005753,0,1,cinéma,
3.84287900431478,1.01075383189002,0,1,pique.nique,
2.33610797619069,-1.01349381498984,0,1,terrain.de.jeux,
4.58661359142276,3.1205623301207,0,1,forêt,
2.71003535426341,-3.66560580386477,0,1,au.sujet.de,
3.57017309995476,0.871535606871658,0,1,au.dessus.de,
3.77623846519413,-0.438554598874883,0,1,autour.de,
2.2393973253333,3.08014162714965,0,1,à,
4.34321614617497,3.52417576489844,0,1,à.côté.de,
5.12987870632092,3.67143691974116,0,1,chez,
4.44362240794095,2.91337847267176,0,1,pour,
2.51335796521412,2.1221000666158,0,1,ici,
3.10839374817259,0.292419198540626,0,1,à.l.intérieur.de,
4.31196104335343,0.891767428512078,0,1,près.de,
3.22784776715464,3.5278351116569,0,1,de,de (préposition)
2.77453202927208,-2.18620209440597,0,1,au.loin,
4.27008474740605,-4.30830630837211,0,1,au.sommet.de,
3.31766576230978,-0.468621745948735,0,1,par.dessus,
4.05407886039518,-1.17635847786615,0,1,vers,
5.92398877817329,5.36291121739254,0,1,avec,
2.3759515883555,-0.346888626667629,0,1,le.la.les.quel.les.,
4.20663574678184,3.96639761080845,0,1,un.une,
3.80580044406591,3.92458415706399,0,1,plein.beaucoup,
3.40540602481015,2.12837394677656,0,1,du.de.la.des,
3.81411126879128,-1.48501620399529,0,1,chaque,
3.03366591402732,2.77301937476085,0,1,autre,
3.43784581551795,2.48345956606693,0,1,aussi,
3.33036820716996,3.04916242039028,0,1,le.la.les,
3.89603214098335,2.72451160403567,0,1,Il,
3.99612529129648,0.620386200975088,0,1,ses,
3.63156230604087,2.16607296478954,0,1,lui,
3.08294947953702,-2.06412443522719,0,1,moi.même,
3.61729655958975,-0.201210263304869,0,1,notre,
3.76006968999828,2.92807866303809,0,1,elle,
4.39276181282592,-0.6626240056572,0,1,leur,
3.58767212790086,0.201545256783842,0,1,ces,
4.39413751210451,1.55251429633304,0,1,ils.elles,
2.83322323341956,-1.03452476559555,0,1,ceux,
3.3123630118879,0.877722186177947,0,1,nous,
2.6865010065429,1.92229811440475,0,1,on,
3.10396825268007,-1.68652074164402,0,1,toi.même,
3.53178304574753,3.18424943424651,0,1,après,
4.05484907585094,1.02994220122841,0,1,avant,
2.80046768294015,-0.167066476346302,0,1,heure,
