"a1","d","g","u","definition"
4.1395481282404,-0.342515672871233,0,1,"écureuil"
6.53711192678152,1.94456190099665,0,1,"éléphant"
5.58146801128366,1.18459788448938,0,1,"girafe"
5.53761092395086,1.37874456277128,0,1,"grenouille"
5.69705153568144,2.93490450572842,0,1,"lapin"
4.93503588054661,1.1076702014733,0,1,"lion"
2.02193789008729,-1.61684423119306,0,1,"oie"
5.15926876653961,2.23645825787379,0,1,"oiseau"
5.34407383434502,1.21628737599162,0,1,"ours"
4.84064208478827,1.11530504063878,0,1,"papillon"
3.08489909862236,-1.28555942779486,0,1,"petite.bête"
5.70144046392061,2.43796953048756,0,1,"poisson"
2.28771321749808,-1.77627657773857,0,1,"poney"
4.89471737473193,1.56086092338293,0,1,"poule"
4.98727262230174,0.668519517257434,0,1,"singe"
6.47088562786329,0.649148851202303,0,1,"souris"
4.126911576427,0.086794293649083,0,1,"tigre"
5.44149149019049,1.80040359037588,0,1,"tortue"
5.74503730326074,2.1504612685816,0,1,"vache"
2.42051416129771,-1.48163047595706,0,1,"baguette"
3.6304420907881,2.31669131440226,0,1,"banane"
3.47222823981189,0.585702708512423,0,1,"beurre"
2.6613265545398,-2.65450643558338,0,1,"boisson"
4.19269057469857,0.572174078232535,0,1,"café"
6.48857444925813,1.28971488312685,0,1,"carotte"
2.98619675075701,-1.10536934650894,0,1,"céréales"
3.35093335307691,-0.504403198893358,0,1,"clémentine"
2.026165071288,-4.42587938184473,0,1,"cornflakes"
5.17836632019317,1.18182041295983,0,1,"fromage"
3.42797320905987,2.48539078933816,0,1,"gâteau"
2.16776428760135,-2.25003250132976,0,1,"gâteaux.apéro"
4.61928166966234,-0.884566548548933,0,1,"glace"
3.3552821566479,-1.10996369366578,0,1,"jus.de.fruit"
4.04339704648329,1.52743045457318,0,1,"lait"
3.85184179680374,-3.43472155611517,0,1,"nourriture"
5.36398505755462,0.00849945311328722,0,1,"œuf"
5.73802539237936,-0.452320970664378,0,1,"orange..food."
3.32111877872963,2.9077737882424,0,1,"pain"
5.16891919574362,1.98312683138318,0,1,"pâtes"
3.15241030252372,-0.946176175211866,0,1,"petits.gâteaux"
4.38831166775078,-0.705843933760778,0,1,"petits.pois"
3.44197780328567,-1.20089980436167,0,1,"pizza"
5.24264927908632,0.771713181567553,0,1,"poisson..food."
4.78192005077711,2.56752704601295,0,1,"pomme"
5.03809714255732,-0.0817834664381402,0,1,"poulet"
5.10757838482816,0.0031948351492337,0,1,"purée"
4.20651370561526,-1.02940060526618,0,1,"raisin"
5.22802131451989,-0.534478985928744,0,1,"soupe"
3.24239725050323,-2.80262990904048,0,1,"spaghetti"
4.26998203102555,-1.19176537639495,0,1,"sucre"
3.1277613559674,-0.196016153892436,0,1,"tartine"
5.54912451699554,-1.03454221594196,0,1,"viande"
2.08265629743269,0.879474465778954,0,1,"balle"
3.87561648689625,2.44353101824746,0,1,"ballon"
3.50815950851724,0.11692825439418,0,1,"bulles"
3.01249749112014,-0.728186043261299,0,1,"cube"
4.40254064339568,2.12539036368368,0,1,"livre"
3.06423498158589,0.0509137056439425,0,1,"poupée"
5.51098003289331,1.06018892580614,0,1,"bras"
5.83716254495486,2.23999682797999,0,1,"cheveux"
2.26270118938506,-1.34113599346246,0,1,"cœur"
5.16180163309322,1.74156186369757,0,1,"dent..body.part."
5.20557464387755,0.791969501581131,0,1,"doigt"
3.9523694757904,-1.95362379139265,0,1,"doigt.de.pied"
4.68333256379768,-0.890962561395766,0,1,"figure"
5.3077186570344,0.244305942163014,0,1,"genou"
5.99666418098901,0.294331410765449,0,1,"jambe"
4.64806971109069,0.555590133508989,0,1,"joue"
5.21604219250983,-0.115570448522267,0,1,"langue"
5.07745922080666,2.88446658910065,0,1,"main"
4.44421302214855,2.87440510171616,0,1,"nez"
3.19029728915003,-0.266694596325974,0,1,"nombril"
6.18856312766869,1.92093995299321,0,1,"oreille"
5.35536006466187,2.77128118710239,0,1,"pied"
3.89623834707094,-0.519198546524927,0,1,"pouce"
5.48731958358923,2.49169317875655,0,1,"tête"
6.08503214771756,0.971834223509261,0,1,"ventre"
7.45483311923804,2.84685942171566,0,1,"yeux"
3.29382759078249,3.02176332588425,0,1,"bébé"
4.46106293903853,-0.26020044080845,0,1,"dame"
3.50778167456051,0.844945983907897,0,1,"enfant"
5.92860979252823,-0.618678093807788,0,1,"garçon"
1.78265986488826,-0.0556831677376846,0,1,"grand.père"
3.70916118808222,-3.3007247569367,0,1,"maître.sse"
1.73621703760269,3.46482233152909,0,1,"maman"
2.53083341213112,1.71311149525547,0,1,"nom.de.l.enfant"
1.93620004638347,0.128322405938598,0,1,"nom.de.la.nounou"
1.82401975347632,-0.418977651427317,0,1,"nounou"
1.64537264650873,-1.22038831863656,0,1,"oncle"
1.62348524297698,3.31082871223801,0,1,"papa"
1.25217064431809,-0.844356256697108,0,1,"tante"
2.8373122438901,-0.974564812534922,0,1,"basket"
3.48578769397634,1.38970540648931,0,1,"bavoir.bavette"
4.80296131423162,1.30144241120503,0,1,"bottes"
4.0146168923161,0.131228777269155,0,1,"boutons"
3.0634906072501,-1.71038980557557,0,1,"ceinture"
4.44278155888976,1.68948127462916,0,1,"chapeau"
5.09918327999518,3.17488889292701,0,1,"chaussettes"
4.33082021719432,2.67498179959627,0,1,"chaussure"
3.53357193797332,-1.52415857428515,0,1,"chemise"
2.33157859470136,-0.971706194101849,0,1,"collants"
3.42761317985479,-1.42243448924954,0,1,"collier"
1.63566672501229,-2.91230452825054,0,1,"combinaison.de.ski"
6.25457738290595,3.32962581602125,0,1,"couche"
5.59800997342818,-0.0574947134769753,0,1,"culotte.slip"
4.23467226340634,-0.354884324570487,0,1,"écharpe"
4.69708111900356,0.172677021317527,0,1,"gants"
1.68121005573345,-3.77438047445883,0,1,"grenouillère"
2.25911684184415,-1.6764523621135,0,1,"jeans"
5.09872589969428,2.00276944871541,0,1,"manteau"
2.84806607763452,-1.9511441519675,0,1,"moufles"
2.68939441835538,-2.82262641548571,0,1,"perles"
4.97476160085342,0.756839507652757,0,1,"pull"
4.08833356504559,-0.945555700209772,0,1,"robe"
2.99342027020959,-1.79206294563877,0,1,"salopette"
4.7533849178875,-1.55289585146793,0,1,"short"
2.43663888252778,-2.73543439306862,0,1,"sweat"
4.69719401127685,-0.408570920874849,0,1,"tee.shirt"
2.74033916011604,-1.85143888880087,0,1,"veste"
3.3019661942113,-3.2045989156837,0,1,"argent"
4.1163477184689,0.840437232023738,0,1,"aspirateur"
7.48233377394294,1.46331587385285,0,1,"assiette"
3.85298725819526,0.490582966195629,0,1,"balai"
4.36950044414993,2.28553976532277,0,1,"biberon"
5.99347165240135,-0.36116666897632,0,1,"boîte"
4.62436618180885,0.095838458243725,0,1,"bol"
5.30352460240742,-0.179575678120634,0,1,"bouteille"
4.15590858419741,0.628323026838687,0,1,"brosse"
4.78749517440935,0.874511532361215,0,1,"brosse.à.dent"
4.9555923413106,-0.155036858677192,0,1,"ciseaux"
3.67141173083779,0.576251510187397,0,1,"clefs"
5.1913808307912,-0.271081258460875,0,1,"couverture"
6.57085951749815,2.75133863086342,0,1,"cuillère"
6.35280340800368,-0.0396885009649343,0,1,"feuille"
2.62188732828555,-3.0433391091849,0,1,"horloge"
3.817243381402,-1.16934422106942,0,1,"lampe"
6.0581752980961,0.968162940469722,0,1,"lumière"
5.48484064975297,1.50001988480164,0,1,"lunettes"
3.94935689781317,-1.93389114373637,0,1,"marteau"
3.72549815916226,-1.35907227515944,0,1,"montre"
4.9898111581038,0.884207494154591,0,1,"musique"
4.31588537487917,-1.4382086660769,0,1,"oreiller"
4.75572256216351,-0.610974644771967,0,1,"papier"
2.67515244583644,-1.71167742406949,0,1,"peigne"
5.97691504231138,0.414146454067495,0,1,"photo"
3.58974133781264,-1.62361821142844,0,1,"plante"
4.3310009641031,-2.72108940679471,0,1,"plat"
3.32023501241987,-3.25818695754671,0,1,"porte.monnaie"
5.4582632264098,1.60022386118645,0,1,"poubelle"
2.92937084985671,-2.07685946166091,0,1,"radio"
5.15840004820971,-0.142444387488321,0,1,"serviette"
3.32072733892312,-2.3481238387739,0,1,"sirop"
2.78511692942205,-2.27379919980793,0,1,"sous.pièces"
2.0421547268143,-1.32680807766825,0,1,"sucette"
3.90793112669337,-0.87691808663964,0,1,"tasse"
2.47711851460401,-0.925240225087802,0,1,"télécommande"
7.05477842442003,0.93537721526863,0,1,"verre"
3.5375839752446,-0.185115183998641,0,1,"baignoire"
3.8006620342263,-3.5827224537311,0,1,"berceau"
5.89149412428864,0.562830993369333,0,1,"canapé"
6.59010843419739,2.1061879678235,0,1,"chaise"
2.87041596390778,-1.62051011718374,0,1,"chaise.haute"
6.09844817083541,0.450426584631421,0,1,"chambre"
2.86249191228455,-3.76347744064603,0,1,"cuisinière"
5.0963126074,0.37020237384587,0,1,"escalier"
3.98337743892856,-3.11732489967708,0,1,"évier"
4.87343017514092,-1.23448005355291,0,1,"fauteuil"
5.23560398968152,-0.57476381532686,0,1,"four"
5.04118652277018,-0.825990581255983,0,1,"frigo"
3.71838503668484,-1.82386305346503,0,1,"garage"
4.9104721061985,-2.07496348415502,0,1,"lavabo"
5.29953929306279,2.23653391067466,0,1,"lit"
3.01036960995587,-0.924137628217912,0,1,"parc"
5.11761858101494,1.18243963309743,0,1,"porte"
3.30284065377203,0.842101561470922,0,1,"pot..furniture."
5.47649462823294,-0.677898081238543,0,1,"salon"
6.65306559171883,0.826707043798927,0,1,"table"
2.65668365930972,-0.763867280261741,0,1,"télé"
4.64404687215509,-2.06757729195767,0,1,"tiroir"
5.80526162407415,0.854677652757555,0,1,"arbre"
4.39408822352831,-0.746045552718138,0,1,"balançoire"
4.25177860302301,0.1999698155638,0,1,"caillou"
5.55231571022006,-0.353628752738031,0,1,"ciel"
3.49018475815661,-2.13607503595367,0,1,"cour"
3.29860763739863,0.216752819764292,0,1,"crèche"
3.81565876374504,0.990345275046493,0,1,"dehors..place."
5.11363461029947,-1.0135314356297,0,1,"école"
2.69781822921123,-2.03510781705773,0,1,"église"
5.24291132040358,0.575095026432701,0,1,"étoile"
4.99560729511593,-2.7665625757482,0,1,"fête"
6.51923847311386,1.94516383291454,0,1,"fleur"
2.16314407473224,-3.51829979877318,0,1,"garderie"
5.33420582931592,-0.738767039976719,0,1,"jardin"
5.28691575566607,0.752043866907051,0,1,"lune"
4.6508492157152,-1.30484554942742,0,1,"magasin"
6.53725582574633,1.43159087184779,0,1,"maison"
5.71158673148513,-0.941853968680736,0,1,"neige"
5.0552856712165,-0.0774032284989325,0,1,"parc..place."
4.4277328342916,-0.870132239084127,0,1,"pelle"
5.20571129303138,-0.267039494667616,0,1,"piscine"
5.27247267944221,-1.95636805520729,0,1,"plage"
4.79761419271786,0.970427464256034,0,1,"pluie"
6.73645444721966,1.13208487258907,0,1,"soleil"
5.63454353094978,0.715634699327885,0,1,"toboggan"
5.67735651690416,-0.240400241449861,0,1,"travail"
3.6077665852858,-2.8857207304555,0,1,"zoo"
3.78860562565433,0.542768404607576,0,1,"bus"
5.08592598138401,1.42722506605897,0,1,"camion"
3.69504276078091,0.177117749704979,0,1,"camion.de.pompier"
4.50923628698446,1.24704904178561,0,1,"moto"
4.64516834759299,2.05843955763818,0,1,"poussette"
5.00837267670339,1.08883601468363,0,1,"train"
5.97375838665225,2.3523803212482,0,1,"vélo"
4.84253663563749,2.59515273486268,0,1,"voiture"
3.11552108159167,0.889287550821721,0,1,"attention"
3.4618660308258,0.266510775828163,0,1,"avoir.faim"
4.5082729933051,0.817278785416323,0,1,"avoir.peur"
3.22990185173862,0.0834858303720296,0,1,"avoir.soif"
3.46170915664318,0.575875290048226,0,1,"beau.belle"
4.22492176567976,-0.412283865829629,0,1,"bien"
2.54462452052261,-2.80382530793722,0,1,"blessé"
3.97335282466211,-0.0806830167302699,0,1,"bleu"
4.49539675679807,1.60645796349729,0,1,"cassé"
4.58115597473475,2.72559443392886,0,1,"chaud.e"
4.60475557958958,-0.764204132193111,0,1,"content.e"
2.45561080158641,-1.48783449042606,0,1,"dégoûtant.e"
2.95770982020723,-0.327831429651223,0,1,"doux.ce"
3.69484765438912,-0.93356934299281,0,1,"dur"
3.18508762591086,-1.88003777805294,0,1,"endormi"
5.21977474298906,1.3554138553291,0,1,"froid"
5.27576887517597,-1.06971956957083,0,1,"gentil.le"
6.13892270985877,-0.170537700575445,0,1,"grand"
4.27277712913802,-1.13898139537909,0,1,"joli"
6.1459394981695,-1.17246167707299,0,1,"malade"
5.19692408292619,-1.46630907971208,0,1,"méchant.e"
5.06532387392533,0.724866809554379,0,1,"mouillé"
3.43169865745703,1.07493380816249,0,1,"parti"
4.24620173548716,0.667013544348256,0,1,"pas.bon"
5.38865005052957,0.644583202508219,0,1,"petit.e"
5.1615069121312,-0.661260082435669,0,1,"propre"
4.75921914773838,0.793187814136076,0,1,"sale"
4.82827141396582,-1.82013981241736,0,1,"sec.che"
4.16694388771417,-5.69519564113628,0,1,"sombre"
3.8048067088716,-6.01436202302952,0,1,"tendre"
4.11989030990271,-1.78085197729099,0,1,"vide"
4.75532227320661,-0.577236331093837,0,1,"aider"
4.25178669250101,-0.134519261169991,0,1,"aimer"
3.79451682766381,-0.652991569166176,0,1,"apporter"
2.35945772088936,-1.06627544337828,0,1,"avoir.sommeil"
4.60612137786424,-2.87638694014429,0,1,"balancer"
3.87288587578106,1.40717209602969,0,1,"boire"
4.96077989732376,1.21478789786744,0,1,"casser"
5.35143067681079,-0.160354248031264,0,1,"chanter"
3.46129549468539,-0.986232808935051,0,1,"chatouiller"
5.90659327703689,-2.78052259354682,0,1,"conduire"
5.90042369556285,0.695417560156387,0,1,"courir"
4.45443193213981,0.390849221586781,0,1,"danser"
6.19914431327476,0.294891472124528,0,1,"dessiner"
6.23908016842445,-1.84026314008039,0,1,"dire"
4.44752604254126,-3.47097459447229,0,1,"donner.un.coup.de.pied"
4.11588814078682,1.0021722468371,0,1,"dormir"
3.41855064933856,-2.83536351305004,0,1,"éclabousser"
4.14504623907442,-1.74657665220913,0,1,"écrire"
5.10590702115132,-1.44385274244615,0,1,"essuyer"
4.91109242081941,-1.10249984033596,0,1,"faire.du.vélo.de.la.moto"
4.83295069658746,0.339417689659182,0,1,"fermer"
4.82102849279487,-0.286519139237009,0,1,"finir"
4.68465406866919,-0.420795803329812,0,1,"jeter"
5.34612116482433,0.405858627283491,0,1,"jouer"
5.09750065625128,0.150737730361843,0,1,"laver"
4.86307584565417,0.370796225786146,0,1,"lire"
4.29114852908646,1.35769495688659,0,1,"manger"
4.62092961381755,0.216523196607022,0,1,"marcher"
5.36665728073739,-1.09587965481057,0,1,"mettre"
4.04062915279759,-1.5372554646455,0,1,"mordre"
4.87145464181476,-1.96490709750587,0,1,"nager"
5.13185301765383,-1.23398127069278,0,1,"nettoyer"
3.38775048301114,-3.38354075405339,0,1,"nourrir"
4.57312058788974,0.14392424571739,0,1,"ouvrir"
5.75320118848286,0.51658827418748,0,1,"pleurer"
4.64423777275976,-0.219737280964685,0,1,"pousser"
5.41113623534384,0.213561916859811,0,1,"sauter"
3.8275142040812,-1.39956377222354,0,1,"se.cogner"
5.71429196298291,-3.85834000333648,0,1,"se.dépêcher"
4.07800317700449,-0.47027300352791,0,1,"souffler"
4.18593384590567,-2.00180314667985,0,1,"sourire"
4.48711613525406,0.244563408551922,0,1,"taper"
4.93534925587895,-2.18102160785721,0,1,"tirer"
4.71484315141032,0.861866134845474,0,1,"tomber"
4.32429100844917,-0.909492460175752,0,1,"toucher"
4.82588940327904,-0.289244399931116,0,1,"voir"
4.09952512362011,-2.65265844905883,0,1,"aujourd.hui"
3.53765231937723,-2.2841470800471,0,1,"ce.soir"
3.51865672817445,-1.6716024259705,0,1,"demain"
3.42743537926912,-1.72343362308607,0,1,"jour"
4.54802717136138,-2.24947197552597,0,1,"maintenant"
5.45788857409548,-2.7680495764307,0,1,"matin"
4.44117378890482,-0.551917568434999,0,1,"nuit"
4.57696979825787,-0.0385428175528527,0,1,"dans"
3.8641785907395,0.921835401784083,0,1,"dedans"
3.75711432552103,0.13719465581147,0,1,"dehors"
4.90953198548935,-1.47071718461348,0,1,"derrière"
3.66706430909146,-1.07382982893644,0,1,"en.bas"
3.5573198389642,-0.784329858986857,0,1,"en.haut"
1.90257902583331,0.46503825240225,0,1,"là"
2.29292653771772,-0.721280221131618,0,1,"là.bas"
4.40141061598399,-2.98749426857163,0,1,"loin"
4.42321836495675,-1.9149102599712,0,1,"sous"
5.04877039219569,-1.75580684299094,0,1,"sur"
4.0253118304922,-1.5030354128721,0,1,"à.elle.sa"
4.18763914063845,-1.48690333337116,0,1,"à.lui.son"
3.96284529911389,0.680678825934537,0,1,"à.moi"
2.51978577881461,0.573849998397926,0,1,"ça"
4.42888472628506,-1.79484031321638,0,1,"je"
4.27053364977509,-0.713399401120228,0,1,"ma.mon.mes"
3.42082584783584,0.698025360373995,0,1,"moi"
3.57910431489903,-2.34107154826554,0,1,"votre.ta.ton"
4.43268496652654,-2.41068363821597,0,1,"vous.tu"
4.07184643244125,-3.26303127004672,0,1,"comment"
2.88428942683684,-0.113732084352825,0,1,"où"
3.79271939274945,-0.968886236068569,0,1,"qui"
3.02819889689479,-4.49184122581849,0,1,"aucun.e"
2.77994129453506,1.57334609812384,0,1,"encore"
3.75332870268082,-1.23819698829549,0,1,"le.la.même"
3.30860380322311,1.01110312890978,0,1,"pas"
4.76763425448292,-1.6817407295968,0,1,"tous.tout"
3.61718763758326,-0.489629829540658,0,1,"un.autre"
4.74854028982485,-0.381989561087362,0,1,"un.peu"
3.78337049886682,2.62487735714705,0,1,"bateau"
3.67785266290464,-0.170955352304599,0,1,"hélicoptère"
3.45437412422458,-3.46422338929791,0,1,"traîneau"
3.55927818881914,0.177864242327912,0,1,"tracteur"
2.05588630594298,-3.13595906751004,0,1,"tricycle"
3.22712972843374,-1.17197202069569,0,1,"stylo"
4.53471843114343,-0.412653839514334,0,1,"jouet"
2.74443995925628,-2.46635017494942,0,1,"raquette"
2.58608342314288,-2.03739026981076,0,1,"craie"
3.30355211600614,-1.63276799711037,0,1,"colle"
3.6279172450259,0.157574014859308,0,1,"pâte.à.modeler"
5.45597974150149,0.849276980702906,0,1,"cadeau"
3.9501667413384,-0.752414346653223,0,1,"puzzle"
5.02439948018893,-0.00729928431407588,0,1,"histoire"
3.90556241983671,-1.17533841410188,0,1,"feutre"
4.29273349195998,1.7470729184185,0,1,"crocodile"
3.75437404447187,-0.132894034808374,0,1,"fourmi"
2.62801503353266,-1.89252056740199,0,1,"renne"
2.62316117613705,0.197992838439627,0,1,"coq"
4.59794612118944,1.59360908758693,0,1,"loup"
3.11553624496434,-0.47953991787159,0,1,"zèbre"
2.24086588446807,-1.45757814539602,0,1,"petits.pots"
2.83075647720585,-3.10568498593621,0,1,"thon"
3.01690740959967,-0.13725749114047,0,1,"kiwi"
5.21780376750485,2.23237723986009,0,1,"compote"
4.22766369365172,-0.736840555612848,0,1,"haricot"
3.56684332015447,1.88751938110547,0,1,"chocolat"
1.31967247490689,-2.32998224042007,0,1,"coca"
3.11941106220132,-1.5375423372199,0,1,"maïs"
2.14160528161076,-3.63834679766989,0,1,"beignet"
3.74044958487628,-0.807845912022092,0,1,"frites"
4.42714668119883,-1.42547639030797,0,1,"haricots.verts"
2.2415231358793,-3.9699325649576,0,1,"chewing.gum"
2.72276619350335,-3.3924617362807,0,1,"hamburger"
3.90117295582886,-3.0291567666569,0,1,"glaçon"
1.86323503455292,-2.30922359857572,0,1,"vitamines"
2.73380446211961,-0.513426284118258,0,1,"bonbons"
3.91831522424116,-0.517104646096942,0,1,"confiture"
4.60787602491981,2.1786611129105,0,1,"yaourt"
2.58116396875655,-2.06790965989029,0,1,"sucette..food."
3.32589815128394,-1.7232113502486,0,1,"melon"
2.92372496585509,-1.60794784510684,0,1,"madeleine"
4.00009526181208,-3.10680793394936,0,1,"noisettes"
4.07338909820499,-0.754043553464306,0,1,"crêpe"
1.90550530355187,-2.87927115933335,0,1,"nutella"
2.58577707852072,-2.98253535805715,0,1,"mayonnaise"
2.62846529027885,-4.03409577758167,0,1,"pop.corn"
2.09616051894194,-5.01602004628265,0,1,"esquimau"
4.75505488640047,0.0420871474478211,0,1,"pomme.de.terre"
2.73902640359873,-0.609190607942067,0,1,"chips"
1.57626603905095,-3.44330279088523,0,1,"bretzel"
2.28716120421794,-3.31210528812612,0,1,"flan"
2.49152069098056,-3.10679388760907,0,1,"courge"
2.4341534187246,-2.55479591942789,0,1,"raisins.secs"
4.06056524659448,-1.40725061886988,0,1,"sel"
4.02285979087091,-2.97128910616522,0,1,"sandwich"
3.74154395968437,-1.97641871827055,0,1,"sauce"
2.69409053248839,-4.70729234184906,0,1,"limonade"
5.09760077677604,0.234872114286161,0,1,"fraise"
3.52896677787003,-2.21735834293176,0,1,"vanille"
2.14714770929443,1.16654368742037,0,1,"aïe.bobo"
2.99407461921486,-3.18974633267664,0,1,"cheville"
6.38347681855252,1.45488913936268,0,1,"fesses"
3.37734050736205,-0.00993782910070029,0,1,"menton"
2.86563857006367,-1.75310088545146,0,1,"lèvre"
2.18907525550755,0.1450723824855,0,1,"pénis.zizi."
1.88428419082778,-1.25686835813802,0,1,"vagin.zezette."
8.05163210915757,0.421607561959275,0,1,"cuisine"
2.59203474726165,-5.05232780291776,0,1,"étendage"
5.81321918774798,-4.23503162198031,0,1,"entrée"
4.86753337925775,0.685072004047129,0,1,"douche"
4.98774994917097,-4.08641291711843,0,1,"pièce"
3.29824181141631,-2.59382303760583,0,1,"cave"
4.13062006826929,-1.91813068749756,0,1,"banc"
2.7209799048615,-1.72004016765778,0,1,"wc"
4.60039748914357,-1.16144576059955,0,1,"machine.à.laver"
3.90184045562048,0.319769838639216,0,1,"goûter"
1.27930763061701,-1.90077985088186,0,1,"coup.de.fil"
1.77357139653663,-1.57464380548147,0,1,"top.là"
3.28370928079304,-1.14941815619921,0,1,"je.vais.t.attraper"
2.70050026035617,-0.760175211265427,0,1,"va.sur.le.pot"
3.26884711582508,-1.47337840732278,0,1,"tourne.toi"
2.81826907268165,-1.9870095173653,0,1,"ce.petit.cochon"
2.92746305076144,-4.5637419782935,0,1,"camping"
3.70198711536536,-3.4800730552431,0,1,"cirque"
3.21115123054266,-3.26379823627288,0,1,"campagne"
3.03138444352518,-5.37337635550881,0,1,"Centre.ville"
4.18093937722707,-2.23965098284846,0,1,"ferme"
3.16388430807093,-4.87174239048465,0,1,"station.service"
3.16185996290672,-3.48465782797153,0,1,"cinéma"
4.37404768334638,-3.2526020504042,0,1,"pique.nique"
2.56269972467749,-3.5569184576529,0,1,"terrain.de.jeux"
5.35231030274564,-2.04771312539413,0,1,"forêt"
2.63368538934581,-6.1277347471798,0,1,"au.sujet.de"
4.03773383855533,-3.07864005755223,0,1,"au.dessus.de"
4.0924824419994,-4.46045956331182,0,1,"autour.de"
2.48078461440925,0.553529910337287,0,1,"à"
6.21326445821664,-2.18486274356326,0,1,"chez"
5.20930705638614,-2.1014739206318,0,1,"pour"
2.85840382860885,-0.70365157616722,0,1,"ici"
3.52546785188919,-3.15335818622991,0,1,"à.l.intérieur.de"
4.92624727282863,-3.89574975412236,0,1,"près.de"
3.70770509154066,-0.108647453735073,0,1,"de"
2.84990423167385,-4.99202591705765,0,1,"au.loin"
3.66643724061575,-7.40417221631131,0,1,"au.sommet.de"
3.68263078520735,-4.08622199689583,0,1,"par.dessus"
7.0857363336162,-1.35708950135915,0,1,"avec"
2.32468330437671,-2.80538607119116,0,1,"le.la.les.quel.les."
4.82816806715398,-0.770212873377482,0,1,"un.une"
4.39861460184348,-0.368229272804608,0,1,"plein.beaucoup"
3.99466974643398,-1.72186893642519,0,1,"du.de.la.des"
4.00389293015713,-5.39811636426081,0,1,"chaque"
3.51279085935673,-0.644685475395162,0,1,"autre"
3.99800000738829,-1.39022492756676,0,1,"aussi"
3.7951942229407,-0.693749268883857,0,1,"le.la.les"
4.58730175927842,-1.6830301400379,0,1,"Il"
4.54314741248555,-3.80494611426453,0,1,"ses"
4.20801285691612,-1.9160564658769,0,1,"lui"
3.22809179168055,-5.21645200360372,0,1,"moi.même"
4.01756466737558,-4.13869808310173,0,1,"notre"
4.37580283574512,-1.31050884092027,0,1,"elle"
4.76171538134909,-5.32131539204351,0,1,"leur"
4.00266080868165,-3.72224317328278,0,1,"ces"
5.03707512317697,-3.34181846122543,0,1,"ils.elles"
3.76441617684683,-2.8019951944084,0,1,"nous"
3.11142784291565,-1.10154172048126,0,1,"on"
3.233097923592,-4.86072328752985,0,1,"toi.même"
4.14726711690787,-0.806618986092673,0,1,"après"
4.56928673038631,-3.43670005665579,0,1,"avant"
3.09431658509435,-3.22685901150799,0,1,"heure"
4.05580365626261,-3.03457395684585,0,1,"hier"
5.32398214941058,-3.4766048747665,0,1,"parce.que"
3.69828347536445,-2.04831792542434,0,1,"mais"
3.09546995449655,-2.27797560581069,0,1,"si"
3.69738474324041,-4.08223209336301,0,1,"donc"
2.6918803660556,-2.01238686780347,0,1,"alors"
3.61579405641327,-3.51929770388952,0,1,"rocher"
6.12444188931814,-0.278940110674799,0,1,"nuage"
2.59313493085304,-2.1715563671369,0,1,"drapeau"
5.63321444266911,-1.41300208525882,0,1,"herbe"
3.56314246735747,-2.18945779196676,0,1,"tuyau"
4.14158215608235,-1.57023448913779,0,1,"échelle"
